Bundesland;Bildung;Altersgr;ErwerbStatus;GeimpftGenesen;Anz
Steiermark;BHS/AHS/Kolleg;55 - 64;aktiv;IMPF + GEN;3014
Steiermark;BHS/AHS/Kolleg;55 - 64;aktiv;GEN;1174
Steiermark;BHS/AHS/Kolleg;55 - 64;aktiv;NICHTS;1424
Steiermark;BHS/AHS/Kolleg;55 - 64;inaktiv;IMPF;4068
Steiermark;BHS/AHS/Kolleg;55 - 64;inaktiv;IMPF + GEN;781
Steiermark;BHS/AHS/Kolleg;55 - 64;inaktiv;GEN;433
Steiermark;BHS/AHS/Kolleg;55 - 64;inaktiv;NICHTS;952
Steiermark;Akademie/Hochschule;25 - 34;aktiv;IMPF;12933
Steiermark;Akademie/Hochschule;25 - 34;aktiv;IMPF + GEN;10405
Steiermark;Akademie/Hochschule;25 - 34;aktiv;GEN;3779
Steiermark;Akademie/Hochschule;25 - 34;aktiv;NICHTS;2651
Steiermark;Akademie/Hochschule;25 - 34;inaktiv;IMPF;2646
Steiermark;Akademie/Hochschule;25 - 34;inaktiv;IMPF + GEN;1196
Steiermark;Akademie/Hochschule;25 - 34;inaktiv;GEN;921
Steiermark;Akademie/Hochschule;25 - 34;inaktiv;NICHTS;1223
Steiermark;Akademie/Hochschule;35 - 44;aktiv;IMPF;13735
Steiermark;Akademie/Hochschule;35 - 44;aktiv;IMPF + GEN;10394
Steiermark;Akademie/Hochschule;35 - 44;aktiv;GEN;3953
Steiermark;Akademie/Hochschule;35 - 44;aktiv;NICHTS;2744
Steiermark;Akademie/Hochschule;35 - 44;inaktiv;IMPF;1801
Steiermark;Akademie/Hochschule;35 - 44;inaktiv;IMPF + GEN;827
Steiermark;Akademie/Hochschule;35 - 44;inaktiv;GEN;718
Steiermark;Akademie/Hochschule;35 - 44;inaktiv;NICHTS;857
Steiermark;Akademie/Hochschule;45 - 54;aktiv;IMPF;12967
Steiermark;Akademie/Hochschule;45 - 54;aktiv;IMPF + GEN;7375
Steiermark;Akademie/Hochschule;45 - 54;aktiv;GEN;2421
Steiermark;Akademie/Hochschule;45 - 54;aktiv;NICHTS;2190
Steiermark;Akademie/Hochschule;45 - 54;inaktiv;IMPF;974
Steiermark;Akademie/Hochschule;45 - 54;inaktiv;IMPF + GEN;244
Steiermark;Akademie/Hochschule;45 - 54;inaktiv;GEN;235
Steiermark;Akademie/Hochschule;45 - 54;inaktiv;NICHTS;470
Steiermark;Akademie/Hochschule;55 - 64;aktiv;IMPF;11083
Steiermark;Akademie/Hochschule;55 - 64;aktiv;IMPF + GEN;4663
Steiermark;Akademie/Hochschule;55 - 64;aktiv;GEN;1114
Steiermark;Akademie/Hochschule;55 - 64;aktiv;NICHTS;1337
Steiermark;Akademie/Hochschule;55 - 64;inaktiv;IMPF;3126
Steiermark;Akademie/Hochschule;55 - 64;inaktiv;IMPF + GEN;714
Steiermark;Akademie/Hochschule;55 - 64;inaktiv;GEN;313
Steiermark;Akademie/Hochschule;55 - 64;inaktiv;NICHTS;668
Steiermark;Unknown;25 - 34;aktiv;IMPF;8
Steiermark;Unknown;25 - 34;aktiv;IMPF + GEN;1
Steiermark;Unknown;25 - 34;aktiv;GEN;9
Steiermark;Unknown;25 - 34;aktiv;NICHTS;14
Steiermark;Unknown;25 - 34;inaktiv;IMPF;29
Steiermark;Unknown;25 - 34;inaktiv;IMPF + GEN;3
Steiermark;Unknown;25 - 34;inaktiv;GEN;11
Steiermark;Unknown;25 - 34;inaktiv;NICHTS;32
Steiermark;Unknown;35 - 44;aktiv;IMPF;8
Steiermark;Unknown;35 - 44;aktiv;IMPF + GEN;1
Steiermark;Unknown;35 - 44;aktiv;GEN;5
Steiermark;Unknown;35 - 44;aktiv;NICHTS;8
Steiermark;Unknown;35 - 44;inaktiv;IMPF;17
Steiermark;Unknown;35 - 44;inaktiv;IMPF + GEN;3
Steiermark;Unknown;35 - 44;inaktiv;GEN;3
Steiermark;Unknown;35 - 44;inaktiv;NICHTS;15
Steiermark;Unknown;45 - 54;aktiv;IMPF;9
Steiermark;Unknown;45 - 54;aktiv;IMPF + GEN;1
Steiermark;Unknown;45 - 54;aktiv;NICHTS;9
Steiermark;Unknown;45 - 54;inaktiv;IMPF;12
Steiermark;Unknown;45 - 54;inaktiv;GEN;3
Steiermark;Unknown;45 - 54;inaktiv;NICHTS;13
Steiermark;Unknown;55 - 64;aktiv;IMPF;3
Steiermark;Unknown;55 - 64;aktiv;IMPF + GEN;1
Steiermark;Unknown;55 - 64;aktiv;NICHTS;3
Steiermark;Unknown;55 - 64;inaktiv;IMPF;8
Steiermark;Unknown;55 - 64;inaktiv;IMPF + GEN;1
Steiermark;Unknown;55 - 64;inaktiv;NICHTS;7
Tirol;Pflichtschule;25 - 34;aktiv;IMPF;3381
Tirol;Pflichtschule;25 - 34;aktiv;IMPF + GEN;1334
Tirol;Pflichtschule;25 - 34;aktiv;GEN;2358
Tirol;Pflichtschule;25 - 34;aktiv;NICHTS;2603
Tirol;Pflichtschule;25 - 34;inaktiv;IMPF;1321
Tirol;Pflichtschule;25 - 34;inaktiv;IMPF + GEN;372
Tirol;Pflichtschule;25 - 34;inaktiv;GEN;834
Tirol;Pflichtschule;25 - 34;inaktiv;NICHTS;1369
Tirol;Pflichtschule;35 - 44;aktiv;IMPF;4516
Tirol;Pflichtschule;35 - 44;aktiv;IMPF + GEN;1807
Tirol;Pflichtschule;35 - 44;aktiv;GEN;2357
Tirol;Pflichtschule;35 - 44;aktiv;NICHTS;2503
Tirol;Pflichtschule;35 - 44;inaktiv;IMPF;1346
Tirol;Pflichtschule;35 - 44;inaktiv;IMPF + GEN;382
Tirol;Pflichtschule;35 - 44;inaktiv;GEN;665
Tirol;Pflichtschule;35 - 44;inaktiv;NICHTS;1036
Tirol;Pflichtschule;45 - 54;aktiv;IMPF;6684
Tirol;Pflichtschule;45 - 54;aktiv;IMPF + GEN;2213
Tirol;Pflichtschule;45 - 54;aktiv;GEN;2125
Tirol;Pflichtschule;45 - 54;aktiv;NICHTS;2492
Tirol;Pflichtschule;45 - 54;inaktiv;IMPF;1878
Tirol;Pflichtschule;45 - 54;inaktiv;IMPF + GEN;421
Tirol;Pflichtschule;45 - 54;inaktiv;GEN;487
Tirol;Pflichtschule;45 - 54;inaktiv;NICHTS;992
Tirol;Pflichtschule;55 - 64;aktiv;IMPF;6048
Tirol;Pflichtschule;55 - 64;aktiv;IMPF + GEN;1676
Tirol;Pflichtschule;55 - 64;aktiv;GEN;1203
Tirol;Pflichtschule;55 - 64;aktiv;NICHTS;1831
Tirol;Pflichtschule;55 - 64;inaktiv;IMPF;6548
Tirol;Pflichtschule;55 - 64;inaktiv;IMPF + GEN;1215
Tirol;Pflichtschule;55 - 64;inaktiv;GEN;931
Tirol;Pflichtschule;55 - 64;inaktiv;NICHTS;2082
Tirol;Lehrabschluss/BMS;25 - 34;aktiv;IMPF;13239
Tirol;Lehrabschluss/BMS;25 - 34;aktiv;IMPF + GEN;6606
Tirol;Lehrabschluss/BMS;25 - 34;aktiv;GEN;9116
Tirol;Lehrabschluss/BMS;25 - 34;aktiv;NICHTS;7373
Tirol;Lehrabschluss/BMS;25 - 34;inaktiv;IMPF;2279
Tirol;Lehrabschluss/BMS;25 - 34;inaktiv;IMPF + GEN;834
Tirol;Lehrabschluss/BMS;25 - 34;inaktiv;GEN;2118
Tirol;Lehrabschluss/BMS;25 - 34;inaktiv;NICHTS;2006
Tirol;Lehrabschluss/BMS;35 - 44;aktiv;IMPF;16285
Tirol;Lehrabschluss/BMS;35 - 44;aktiv;IMPF + GEN;8886
Tirol;Lehrabschluss/BMS;35 - 44;aktiv;GEN;8995
Tirol;Lehrabschluss/BMS;35 - 44;aktiv;NICHTS;7130
Tirol;Lehrabschluss/BMS;35 - 44;inaktiv;IMPF;2078
Tirol;Lehrabschluss/BMS;35 - 44;inaktiv;IMPF + GEN;851
Tirol;Lehrabschluss/BMS;35 - 44;inaktiv;GEN;1287
Tirol;Lehrabschluss/BMS;35 - 44;inaktiv;NICHTS;1478
Tirol;Lehrabschluss/BMS;45 - 54;aktiv;IMPF;25183
Tirol;Lehrabschluss/BMS;45 - 54;aktiv;IMPF + GEN;10503
Tirol;Lehrabschluss/BMS;45 - 54;aktiv;GEN;7732
Tirol;Lehrabschluss/BMS;45 - 54;aktiv;NICHTS;7352
Tirol;Lehrabschluss/BMS;45 - 54;inaktiv;IMPF;2922
Tirol;Lehrabschluss/BMS;45 - 54;inaktiv;IMPF + GEN;713
Tirol;Lehrabschluss/BMS;45 - 54;inaktiv;GEN;852
Tirol;Lehrabschluss/BMS;45 - 54;inaktiv;NICHTS;1373
Tirol;Lehrabschluss/BMS;55 - 64;aktiv;IMPF;23019
Tirol;Lehrabschluss/BMS;55 - 64;aktiv;IMPF + GEN;7668
Tirol;Lehrabschluss/BMS;55 - 64;aktiv;GEN;4161
Tirol;Lehrabschluss/BMS;55 - 64;aktiv;NICHTS;5349
Tirol;Lehrabschluss/BMS;55 - 64;inaktiv;IMPF;14677
Tirol;Lehrabschluss/BMS;55 - 64;inaktiv;IMPF + GEN;3180
Tirol;Lehrabschluss/BMS;55 - 64;inaktiv;GEN;1813
Tirol;Lehrabschluss/BMS;55 - 64;inaktiv;NICHTS;3490
Tirol;BHS/AHS/Kolleg;25 - 34;aktiv;IMPF;6290
Tirol;BHS/AHS/Kolleg;25 - 34;aktiv;IMPF + GEN;4212
Tirol;BHS/AHS/Kolleg;25 - 34;aktiv;GEN;3090
Tirol;BHS/AHS/Kolleg;25 - 34;aktiv;NICHTS;2284
Tirol;BHS/AHS/Kolleg;25 - 34;inaktiv;IMPF;1501
Tirol;BHS/AHS/Kolleg;25 - 34;inaktiv;IMPF + GEN;676
Tirol;BHS/AHS/Kolleg;25 - 34;inaktiv;GEN;780
Tirol;BHS/AHS/Kolleg;25 - 34;inaktiv;NICHTS;1038
Tirol;BHS/AHS/Kolleg;35 - 44;aktiv;IMPF;5332
Tirol;BHS/AHS/Kolleg;35 - 44;aktiv;IMPF + GEN;3514
Tirol;BHS/AHS/Kolleg;35 - 44;aktiv;GEN;2310
Tirol;BHS/AHS/Kolleg;35 - 44;aktiv;NICHTS;1785
Tirol;BHS/AHS/Kolleg;35 - 44;inaktiv;IMPF;707
Tirol;BHS/AHS/Kolleg;35 - 44;inaktiv;IMPF + GEN;348
Tirol;BHS/AHS/Kolleg;35 - 44;inaktiv;GEN;413
Tirol;BHS/AHS/Kolleg;35 - 44;inaktiv;NICHTS;469
Tirol;BHS/AHS/Kolleg;45 - 54;aktiv;IMPF;5892
Tirol;BHS/AHS/Kolleg;45 - 54;aktiv;IMPF + GEN;3012
Tirol;BHS/AHS/Kolleg;45 - 54;aktiv;GEN;1579
Tirol;BHS/AHS/Kolleg;45 - 54;aktiv;NICHTS;1443
Tirol;BHS/AHS/Kolleg;45 - 54;inaktiv;IMPF;588
Tirol;BHS/AHS/Kolleg;45 - 54;inaktiv;IMPF + GEN;172
Tirol;BHS/AHS/Kolleg;45 - 54;inaktiv;GEN;131
Tirol;BHS/AHS/Kolleg;45 - 54;inaktiv;NICHTS;273
Tirol;BHS/AHS/Kolleg;55 - 64;aktiv;IMPF;4651
Tirol;BHS/AHS/Kolleg;55 - 64;aktiv;IMPF + GEN;1763
Tirol;BHS/AHS/Kolleg;55 - 64;aktiv;GEN;663
Tirol;BHS/AHS/Kolleg;55 - 64;aktiv;NICHTS;891
Tirol;BHS/AHS/Kolleg;55 - 64;inaktiv;IMPF;1799
Tirol;BHS/AHS/Kolleg;55 - 64;inaktiv;IMPF + GEN;465
Tirol;BHS/AHS/Kolleg;55 - 64;inaktiv;GEN;201
Tirol;BHS/AHS/Kolleg;55 - 64;inaktiv;NICHTS;446
Tirol;Akademie/Hochschule;25 - 34;aktiv;IMPF;7336
Tirol;Akademie/Hochschule;25 - 34;aktiv;IMPF + GEN;5947
Tirol;Akademie/Hochschule;25 - 34;aktiv;GEN;2417
Tirol;Akademie/Hochschule;25 - 34;aktiv;NICHTS;1702
Tirol;Akademie/Hochschule;25 - 34;inaktiv;IMPF;1534
Tirol;Akademie/Hochschule;25 - 34;inaktiv;IMPF + GEN;741
Tirol;Akademie/Hochschule;25 - 34;inaktiv;GEN;691
Tirol;Akademie/Hochschule;25 - 34;inaktiv;NICHTS;1061
Tirol;Akademie/Hochschule;35 - 44;aktiv;IMPF;7690
Tirol;Akademie/Hochschule;35 - 44;aktiv;IMPF + GEN;5986
Tirol;Akademie/Hochschule;35 - 44;aktiv;GEN;2336
Tirol;Akademie/Hochschule;35 - 44;aktiv;NICHTS;1889
Tirol;Akademie/Hochschule;35 - 44;inaktiv;IMPF;1072
Tirol;Akademie/Hochschule;35 - 44;inaktiv;IMPF + GEN;557
Tirol;Akademie/Hochschule;35 - 44;inaktiv;GEN;486
Tirol;Akademie/Hochschule;35 - 44;inaktiv;NICHTS;498
Tirol;Akademie/Hochschule;45 - 54;aktiv;IMPF;7520
Tirol;Akademie/Hochschule;45 - 54;aktiv;IMPF + GEN;4677
Tirol;Akademie/Hochschule;45 - 54;aktiv;GEN;1646
Tirol;Akademie/Hochschule;45 - 54;aktiv;NICHTS;1586
Tirol;Akademie/Hochschule;45 - 54;inaktiv;IMPF;526
Tirol;Akademie/Hochschule;45 - 54;inaktiv;IMPF + GEN;177
Tirol;Akademie/Hochschule;45 - 54;inaktiv;GEN;142
Tirol;Akademie/Hochschule;45 - 54;inaktiv;NICHTS;283
Tirol;Akademie/Hochschule;55 - 64;aktiv;IMPF;6715
Tirol;Akademie/Hochschule;55 - 64;aktiv;IMPF + GEN;2895
Tirol;Akademie/Hochschule;55 - 64;aktiv;GEN;766
Tirol;Akademie/Hochschule;55 - 64;aktiv;NICHTS;968
Tirol;Akademie/Hochschule;55 - 64;inaktiv;IMPF;1396
Tirol;Akademie/Hochschule;55 - 64;inaktiv;IMPF + GEN;314
Tirol;Akademie/Hochschule;55 - 64;inaktiv;GEN;100
Tirol;Akademie/Hochschule;55 - 64;inaktiv;NICHTS;350
Tirol;Unknown;25 - 34;aktiv;IMPF;20
Tirol;Unknown;25 - 34;aktiv;IMPF + GEN;7
Tirol;Unknown;25 - 34;aktiv;GEN;12
Tirol;Unknown;25 - 34;aktiv;NICHTS;19
Tirol;Unknown;25 - 34;inaktiv;IMPF;12
Tirol;Unknown;25 - 34;inaktiv;IMPF + GEN;2
Tirol;Unknown;25 - 34;inaktiv;GEN;10
Tirol;Unknown;25 - 34;inaktiv;NICHTS;20
Tirol;Unknown;35 - 44;aktiv;IMPF;9
Tirol;Unknown;35 - 44;aktiv;IMPF + GEN;2
Tirol;Unknown;35 - 44;aktiv;GEN;8
Tirol;Unknown;35 - 44;aktiv;NICHTS;7
Tirol;Unknown;35 - 44;inaktiv;IMPF;3
Tirol;Unknown;35 - 44;inaktiv;IMPF + GEN;2
Tirol;Unknown;35 - 44;inaktiv;GEN;3
Tirol;Unknown;35 - 44;inaktiv;NICHTS;6
Tirol;Unknown;45 - 54;aktiv;IMPF;6
Tirol;Unknown;45 - 54;aktiv;GEN;1
Tirol;Unknown;45 - 54;aktiv;NICHTS;3
Tirol;Unknown;45 - 54;inaktiv;IMPF;12
Tirol;Unknown;45 - 54;inaktiv;IMPF + GEN;2
Tirol;Unknown;45 - 54;inaktiv;GEN;1
Tirol;Unknown;45 - 54;inaktiv;NICHTS;6
Tirol;Unknown;55 - 64;aktiv;IMPF;2
Tirol;Unknown;55 - 64;aktiv;IMPF + GEN;2
Tirol;Unknown;55 - 64;aktiv;NICHTS;5
Tirol;Unknown;55 - 64;inaktiv;IMPF;9
Tirol;Unknown;55 - 64;inaktiv;GEN;3
Tirol;Unknown;55 - 64;inaktiv;NICHTS;5
Vorarlberg;Pflichtschule;25 - 34;aktiv;IMPF;1851
Vorarlberg;Pflichtschule;25 - 34;aktiv;IMPF + GEN;831
Vorarlberg;Pflichtschule;25 - 34;aktiv;GEN;1320
Vorarlberg;Pflichtschule;25 - 34;aktiv;NICHTS;1525
Vorarlberg;Pflichtschule;25 - 34;inaktiv;IMPF;757
Vorarlberg;Pflichtschule;25 - 34;inaktiv;IMPF + GEN;252
Vorarlberg;Pflichtschule;25 - 34;inaktiv;GEN;644
Vorarlberg;Pflichtschule;25 - 34;inaktiv;NICHTS;973
Vorarlberg;Pflichtschule;35 - 44;aktiv;IMPF;2700
Vorarlberg;Pflichtschule;35 - 44;aktiv;IMPF + GEN;1245
Vorarlberg;Pflichtschule;35 - 44;aktiv;GEN;1558
Vorarlberg;Pflichtschule;35 - 44;aktiv;NICHTS;1565
Vorarlberg;Pflichtschule;35 - 44;inaktiv;IMPF;874
Vorarlberg;Pflichtschule;35 - 44;inaktiv;IMPF + GEN;301
Vorarlberg;Pflichtschule;35 - 44;inaktiv;GEN;572
Vorarlberg;Pflichtschule;35 - 44;inaktiv;NICHTS;786
Vorarlberg;Pflichtschule;45 - 54;aktiv;IMPF;3863
Vorarlberg;Pflichtschule;45 - 54;aktiv;IMPF + GEN;1434
Vorarlberg;Pflichtschule;45 - 54;aktiv;GEN;1342
Vorarlberg;Pflichtschule;45 - 54;aktiv;NICHTS;1556
Vorarlberg;Pflichtschule;45 - 54;inaktiv;IMPF;1330
Vorarlberg;Pflichtschule;45 - 54;inaktiv;IMPF + GEN;282
Vorarlberg;Pflichtschule;45 - 54;inaktiv;GEN;390
Vorarlberg;Pflichtschule;45 - 54;inaktiv;NICHTS;751
Vorarlberg;Pflichtschule;55 - 64;aktiv;IMPF;3111
Vorarlberg;Pflichtschule;55 - 64;aktiv;IMPF + GEN;971
Vorarlberg;Pflichtschule;55 - 64;aktiv;GEN;625
Vorarlberg;Pflichtschule;55 - 64;aktiv;NICHTS;994
Vorarlberg;Pflichtschule;55 - 64;inaktiv;IMPF;3651
Vorarlberg;Pflichtschule;55 - 64;inaktiv;IMPF + GEN;707
Vorarlberg;Pflichtschule;55 - 64;inaktiv;GEN;492
Vorarlberg;Pflichtschule;55 - 64;inaktiv;NICHTS;1463
Vorarlberg;Lehrabschluss/BMS;25 - 34;aktiv;IMPF;6210
Vorarlberg;Lehrabschluss/BMS;25 - 34;aktiv;IMPF + GEN;3767
Vorarlberg;Lehrabschluss/BMS;25 - 34;aktiv;GEN;4825
Vorarlberg;Lehrabschluss/BMS;25 - 34;aktiv;NICHTS;3942
Vorarlberg;Lehrabschluss/BMS;25 - 34;inaktiv;IMPF;1052
Vorarlberg;Lehrabschluss/BMS;25 - 34;inaktiv;IMPF + GEN;493
Vorarlberg;Lehrabschluss/BMS;25 - 34;inaktiv;GEN;1100
Vorarlberg;Lehrabschluss/BMS;25 - 34;inaktiv;NICHTS;1174
Vorarlberg;Lehrabschluss/BMS;35 - 44;aktiv;IMPF;7834
Vorarlberg;Lehrabschluss/BMS;35 - 44;aktiv;IMPF + GEN;4812
Vorarlberg;Lehrabschluss/BMS;35 - 44;aktiv;GEN;4716
Vorarlberg;Lehrabschluss/BMS;35 - 44;aktiv;NICHTS;3767
Vorarlberg;Lehrabschluss/BMS;35 - 44;inaktiv;IMPF;1026
Vorarlberg;Lehrabschluss/BMS;35 - 44;inaktiv;IMPF + GEN;475
Vorarlberg;Lehrabschluss/BMS;35 - 44;inaktiv;GEN;735
Vorarlberg;Lehrabschluss/BMS;35 - 44;inaktiv;NICHTS;845
Vorarlberg;Lehrabschluss/BMS;45 - 54;aktiv;IMPF;12224
Vorarlberg;Lehrabschluss/BMS;45 - 54;aktiv;IMPF + GEN;5893
Vorarlberg;Lehrabschluss/BMS;45 - 54;aktiv;GEN;3904
Vorarlberg;Lehrabschluss/BMS;45 - 54;aktiv;NICHTS;4015
Vorarlberg;Lehrabschluss/BMS;45 - 54;inaktiv;IMPF;1452
Vorarlberg;Lehrabschluss/BMS;45 - 54;inaktiv;IMPF + GEN;385
Vorarlberg;Lehrabschluss/BMS;45 - 54;inaktiv;GEN;445
Vorarlberg;Lehrabschluss/BMS;45 - 54;inaktiv;NICHTS;790
Vorarlberg;Lehrabschluss/BMS;55 - 64;aktiv;IMPF;11471
Vorarlberg;Lehrabschluss/BMS;55 - 64;aktiv;IMPF + GEN;4413
Vorarlberg;Lehrabschluss/BMS;55 - 64;aktiv;GEN;2073
Vorarlberg;Lehrabschluss/BMS;55 - 64;aktiv;NICHTS;2648
Vorarlberg;Lehrabschluss/BMS;55 - 64;inaktiv;IMPF;6750
Vorarlberg;Lehrabschluss/BMS;55 - 64;inaktiv;IMPF + GEN;1475
Vorarlberg;Lehrabschluss/BMS;55 - 64;inaktiv;GEN;893
Vorarlberg;Lehrabschluss/BMS;55 - 64;inaktiv;NICHTS;1900
Vorarlberg;BHS/AHS/Kolleg;25 - 34;aktiv;IMPF;2711
Vorarlberg;BHS/AHS/Kolleg;25 - 34;aktiv;IMPF + GEN;2174
Vorarlberg;BHS/AHS/Kolleg;25 - 34;aktiv;GEN;1375
Vorarlberg;BHS/AHS/Kolleg;25 - 34;aktiv;NICHTS;993
Vorarlberg;BHS/AHS/Kolleg;25 - 34;inaktiv;IMPF;677
Vorarlberg;BHS/AHS/Kolleg;25 - 34;inaktiv;IMPF + GEN;354
Vorarlberg;BHS/AHS/Kolleg;25 - 34;inaktiv;GEN;414
Vorarlberg;BHS/AHS/Kolleg;25 - 34;inaktiv;NICHTS;429
Vorarlberg;BHS/AHS/Kolleg;35 - 44;aktiv;IMPF;2608
Vorarlberg;BHS/AHS/Kolleg;35 - 44;aktiv;IMPF + GEN;1991
Vorarlberg;BHS/AHS/Kolleg;35 - 44;aktiv;GEN;1180
Vorarlberg;BHS/AHS/Kolleg;35 - 44;aktiv;NICHTS;933
Vorarlberg;BHS/AHS/Kolleg;35 - 44;inaktiv;IMPF;405
Vorarlberg;BHS/AHS/Kolleg;35 - 44;inaktiv;IMPF + GEN;219
Vorarlberg;BHS/AHS/Kolleg;35 - 44;inaktiv;GEN;262
Vorarlberg;BHS/AHS/Kolleg;35 - 44;inaktiv;NICHTS;286
Vorarlberg;BHS/AHS/Kolleg;45 - 54;aktiv;IMPF;2793
Vorarlberg;BHS/AHS/Kolleg;45 - 54;aktiv;IMPF + GEN;1625
Vorarlberg;BHS/AHS/Kolleg;45 - 54;aktiv;GEN;785
Vorarlberg;BHS/AHS/Kolleg;45 - 54;aktiv;NICHTS;746
Vorarlberg;BHS/AHS/Kolleg;45 - 54;inaktiv;IMPF;318
Vorarlberg;BHS/AHS/Kolleg;45 - 54;inaktiv;IMPF + GEN;98
Vorarlberg;BHS/AHS/Kolleg;45 - 54;inaktiv;GEN;102
Vorarlberg;BHS/AHS/Kolleg;45 - 54;inaktiv;NICHTS;146
Vorarlberg;BHS/AHS/Kolleg;55 - 64;aktiv;IMPF;2277
Vorarlberg;BHS/AHS/Kolleg;55 - 64;aktiv;IMPF + GEN;955
Vorarlberg;BHS/AHS/Kolleg;55 - 64;aktiv;GEN;343
Vorarlberg;BHS/AHS/Kolleg;55 - 64;aktiv;NICHTS;431
Vorarlberg;BHS/AHS/Kolleg;55 - 64;inaktiv;IMPF;886
Vorarlberg;BHS/AHS/Kolleg;55 - 64;inaktiv;IMPF + GEN;231
Vorarlberg;BHS/AHS/Kolleg;55 - 64;inaktiv;GEN;94
Vorarlberg;BHS/AHS/Kolleg;55 - 64;inaktiv;NICHTS;232
Vorarlberg;Akademie/Hochschule;25 - 34;aktiv;IMPF;2657
Vorarlberg;Akademie/Hochschule;25 - 34;aktiv;IMPF + GEN;2344
Vorarlberg;Akademie/Hochschule;25 - 34;aktiv;GEN;848
Vorarlberg;Akademie/Hochschule;25 - 34;aktiv;NICHTS;580
Vorarlberg;Akademie/Hochschule;25 - 34;inaktiv;IMPF;651
Vorarlberg;Akademie/Hochschule;25 - 34;inaktiv;IMPF + GEN;344
Vorarlberg;Akademie/Hochschule;25 - 34;inaktiv;GEN;265
Vorarlberg;Akademie/Hochschule;25 - 34;inaktiv;NICHTS;319
Vorarlberg;Akademie/Hochschule;35 - 44;aktiv;IMPF;3386
Vorarlberg;Akademie/Hochschule;35 - 44;aktiv;IMPF + GEN;2877
Vorarlberg;Akademie/Hochschule;35 - 44;aktiv;GEN;1103
Vorarlberg;Akademie/Hochschule;35 - 44;aktiv;NICHTS;878
Vorarlberg;Akademie/Hochschule;35 - 44;inaktiv;IMPF;562
Vorarlberg;Akademie/Hochschule;35 - 44;inaktiv;IMPF + GEN;282
Vorarlberg;Akademie/Hochschule;35 - 44;inaktiv;GEN;283
Vorarlberg;Akademie/Hochschule;35 - 44;inaktiv;NICHTS;288
Vorarlberg;Akademie/Hochschule;45 - 54;aktiv;IMPF;3624
Vorarlberg;Akademie/Hochschule;45 - 54;aktiv;IMPF + GEN;2364
Vorarlberg;Akademie/Hochschule;45 - 54;aktiv;GEN;742
Vorarlberg;Akademie/Hochschule;45 - 54;aktiv;NICHTS;707
Vorarlberg;Akademie/Hochschule;45 - 54;inaktiv;IMPF;301
Vorarlberg;Akademie/Hochschule;45 - 54;inaktiv;IMPF + GEN;113
Vorarlberg;Akademie/Hochschule;45 - 54;inaktiv;GEN;99
Vorarlberg;Akademie/Hochschule;45 - 54;inaktiv;NICHTS;134
Vorarlberg;Akademie/Hochschule;55 - 64;aktiv;IMPF;3168
Vorarlberg;Akademie/Hochschule;55 - 64;aktiv;IMPF + GEN;1593
Vorarlberg;Akademie/Hochschule;55 - 64;aktiv;GEN;350
Vorarlberg;Akademie/Hochschule;55 - 64;aktiv;NICHTS;446
Vorarlberg;Akademie/Hochschule;55 - 64;inaktiv;IMPF;766
Vorarlberg;Akademie/Hochschule;55 - 64;inaktiv;IMPF + GEN;228
Vorarlberg;Akademie/Hochschule;55 - 64;inaktiv;GEN;58
Vorarlberg;Akademie/Hochschule;55 - 64;inaktiv;NICHTS;202
Vorarlberg;Unknown;25 - 34;aktiv;IMPF;7
Vorarlberg;Unknown;25 - 34;aktiv;IMPF + GEN;4
Vorarlberg;Unknown;25 - 34;aktiv;GEN;4
Vorarlberg;Unknown;25 - 34;aktiv;NICHTS;9
Vorarlberg;Unknown;25 - 34;inaktiv;IMPF;17
Vorarlberg;Unknown;25 - 34;inaktiv;IMPF + GEN;5
Vorarlberg;Unknown;25 - 34;inaktiv;GEN;5
Vorarlberg;Unknown;25 - 34;inaktiv;NICHTS;16
Vorarlberg;Unknown;35 - 44;aktiv;IMPF;7
Vorarlberg;Unknown;35 - 44;aktiv;IMPF + GEN;1
Vorarlberg;Unknown;35 - 44;aktiv;GEN;3
Vorarlberg;Unknown;35 - 44;aktiv;NICHTS;7
Vorarlberg;Unknown;35 - 44;inaktiv;IMPF;6
Vorarlberg;Unknown;35 - 44;inaktiv;IMPF + GEN;3
Vorarlberg;Unknown;35 - 44;inaktiv;GEN;1
Vorarlberg;Unknown;35 - 44;inaktiv;NICHTS;6
Vorarlberg;Unknown;45 - 54;aktiv;IMPF;3
Vorarlberg;Unknown;45 - 54;aktiv;GEN;3
Vorarlberg;Unknown;45 - 54;aktiv;NICHTS;2
Vorarlberg;Unknown;45 - 54;inaktiv;IMPF;3
Vorarlberg;Unknown;45 - 54;inaktiv;IMPF + GEN;2
Vorarlberg;Unknown;45 - 54;inaktiv;GEN;1
Vorarlberg;Unknown;45 - 54;inaktiv;NICHTS;5
Vorarlberg;Unknown;55 - 64;aktiv;IMPF;3
Vorarlberg;Unknown;55 - 64;aktiv;GEN;2
Vorarlberg;Unknown;55 - 64;aktiv;NICHTS;1
Vorarlberg;Unknown;55 - 64;inaktiv;IMPF;5
Vorarlberg;Unknown;55 - 64;inaktiv;NICHTS;4
Wien;Pflichtschule;25 - 34;aktiv;IMPF;9545
Wien;Pflichtschule;25 - 34;aktiv;IMPF + GEN;4629
Wien;Pflichtschule;25 - 34;aktiv;GEN;6577
Wien;Pflichtschule;25 - 34;aktiv;NICHTS;7183
