Bundesland,Bildung,Altersgr,ErwerbStatus,GeimpftGenesen,Anz
0.0,1.0,0.0,1.0,0.3333333333333333,0.01097517092479309
0.0,1.0,0.0,1.0,1.0,0.005109751709247931
0.0,1.0,0.0,1.0,0.6666666666666666,0.007106872975890608
0.0,1.0,0.0,1.0,0.0,0.008474271320618927
0.0,1.0,0.0,0.0,0.3333333333333333,0.00845627923713566
0.0,1.0,0.0,0.0,1.0,0.0030946383591219863
0.0,1.0,0.0,0.0,0.6666666666666666,0.005433609211946744
0.0,1.0,0.0,0.0,0.0,0.00818639798488665
0.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.021032745591939548
0.0,1.0,0.3333333333333333,1.0,1.0,0.010723281756027348
0.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.009553796329614969
0.0,1.0,0.3333333333333333,1.0,0.0,0.009535804246131702
0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.009859661748830515
0.0,1.0,0.3333333333333333,0.0,1.0,0.003562432529686938
0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.004534005037783375
0.0,1.0,0.3333333333333333,0.0,0.0,0.007628643396905362
0.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.03614609571788413
0.0,1.0,0.6666666666666666,1.0,1.0,0.016750629722921913
0.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.010327455919395465
0.0,1.0,0.6666666666666666,1.0,0.0,0.012360561353004678
0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.01500539762504498
0.0,1.0,0.6666666666666666,0.0,1.0,0.003688377114069809
0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0033645196113709966
0.0,1.0,0.6666666666666666,0.0,0.0,0.007556675062972292
0.0,1.0,1.0,1.0,0.3333333333333333,0.03637999280316661
0.0,1.0,1.0,1.0,1.0,0.014141777617848147
0.0,1.0,1.0,1.0,0.6666666666666666,0.0042821158690176326
0.0,1.0,1.0,1.0,0.0,0.006908960057574667
0.0,1.0,1.0,0.0,0.3333333333333333,0.06801007556675064
